-34, -52, -15, 45, 2
23, 21, 52, 24, -33
-9, -1, 9, -44, -41
-13, -17, 44, 22, -17
-6, -4, -1, 22, 38
26, 16, 2, 50, 27
-35, -34, -9, -41, 6
0, -16, -34, 51, 8
-14, -31, -49, 15, -33
45, 49, 33, -11, -37
-62, -54, 45, 11, -5
-72, 11, -1, -12, -11
24, 27, -11, -43, 46
43, 33, -12, -9, -1
1, -4, -23, -57, -71
11, 8, 16, 17, -8
-20, -31, -41, 53, 48
-16, 3, 65, -24, -8
-23, -32, -37, -32, -49
-10, -17, 6, 38, 5
-9, -17, -46, 8, 52
3, 6, 45, 40, 39
-7, -6, -34, -74, 31
8, 1, -16, 43, 68
-11, -19, -31, 4, 6
0, -6, -17, -16, -38
-16, -30, 2, 9, -39
-16, -1, 43, -10, 48
3, 3, -16, -31, -3
62, 68, 43, 13, 3
-10, 8, 20, -56, 12
12, -2, -18, 22, -15
-40, -36, 1, 7, 41
0, 1, 46, -6, -62
-4, -12, -2, -11, -83
-13, -2, 91, 33, -10
0, 4, -11, -16, 79
32, 37, 14, 9, 51
-21, -28, -56, -34, 0
21, 9, -26, 11, 28
-42, -54, -23, -2, -15
31, 30, 8, -39, -66
-39, -36, 31, -28, -40
-46, 35, 40, 22, 24
33, 48, 23, -34, 14
40, 32, 17, 27, -3
25, 26, -13, -61, -17
11, 4, 31, 60, -6
-26, -41, -64, 13, 16
-26, 54, 31, -11, -23
-9, -11, -34, -71, -21
-34, -35, 55, 50, 29
-22, -27, -50, -38, 57
33, 42, 57, 48, 26
11, 0, -49, -31, 26
-4, -14, 5, 78, 37
17, 0, -49, -12, -23
26, 14, 2, 2, -43
-17, -12, 10, -8, -4
8, 18, 12, -6, 20
-12, -6, -13, -25, 34
15, 40, 49, 7, 8
13, 20, 20, -19, -22
-2, -8, 2, 51, -51
